Product ID;Active (0/1);Name *;Categories (x,y,z...);Price tax excluded;Tax rules ID;Wholesale price;On sale (0/1);Discount amount;Discount percent;Discount from (yyyy-mm-dd);Discount to (yyyy-mm-dd);Reference #;Supplier reference #;Supplier;Manufacturer;EAN13;UPC;Ecotax;Width;Height;Depth;Weight;Delivery time of in-stock products;Delivery time of out-of-stock products with allowed orders;Quantity;Minimal quantity;Low stock level;Receive a low stock alert by email;Visibility;Additional shipping cost;Unity;Unit price;Summary;Description;Tags (x,y,z...);Meta title;Meta keywords;Meta description;URL rewritten;Text when in stock;Text when backorder allowed;Available for order (0 = No, 1 = Yes);Product available date;Product creation date;Show price (0 = No, 1 = Yes);Image URLs (x,y,z...);Image alt texts (x,y,z...);Delete existing images (0 = No, 1 = Yes);Feature(Name:Value:Position);Available online only (0 = No, 1 = Yes);Condition;Customizable (0 = No, 1 = Yes);Uploadable files (0 = No, 1 = Yes);Text fields (0 = No, 1 = Yes);Out of stock action;Virtual product;File URL;Number of allowed downloads;Expiration date;Number of days;ID / Name of shop;Advanced stock management;Depends On Stock;Warehouse;Acessories  (x,y,z...)
;;MIL Уголок  мебельный 30x30x19x2  mm;Крепежная фурнитура;20;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""MIL Уголок мебельный 30х30х19х2.jpg"" src=""/upload/medialibrary/0ce/0ce49330380d65b24dc274e740fcbbaa.jpg"" height=""520"" title=""MIL Уголок мебельный 30х30х19х2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/194/f69uzu6cjavcn26n7nz2drt3eiwlxo9g/d5ec4d20-f77c-11e8-449c-001517eeea50_900c1f00-85e2-11e9-fd9f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;620 Уголок №20  115х40х40 mm;Крепежная фурнитура;298;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>620 Уголок №20&nbsp;&nbsp;115х40х40 mm</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/f72/7fq130wy172lsvhcft68rybotsxlji24/2ec59613-4778-11e8-5f9b-001517eeea50_eba38f58-6255-11e8-5e8d-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-009-1  Пластина  2 mm 50*38 mm;Крепежная фурнитура;40;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>YJ-02-009-1&nbsp;&nbsp;Пластина&nbsp;&nbsp;2 mm 50*38 mm</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/183/uv6uvk4tlkc0s6kr4z3hgrgttcnubddq/9dad9e52-0509-11e1-0c9c-955defa58c2f_00f5c838-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-019-40  Уголок  2 mm 40*40*20 mm;Крепежная фурнитура;26;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""YJ-02-019-40.jpg"" src=""/upload/medialibrary/b30/b30a417a84f157c6ef44d05c5e332078.jpg"" height=""520"" title=""YJ-02-019-40.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/101/2g4lz2r02yque2ac3y4dughvep1fcrbo/9dad9dbd-0509-11e1-0c9c-955defa58c2f_00f5c856-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1006 Уголок L-образный 1,2 16 Бежевый;Крепежная фурнитура;61;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1006.jpg"" src=""/upload/medialibrary/6c1/6c129e1eb2ffecd21adde1eabb09536f.jpg"" height=""520"" title=""M-1006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/787/nitpmktz00w30dn0v5zf3t7meukv58ou/fc3a82f3-2531-11ea-0d8b-000c29c4160b_661f3792-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;10803 Уголок крепёжный 3 коричневый;Крепежная фурнитура;54;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""10803.jpg"" src=""/upload/medialibrary/a59/a596cfb27c12f4f12e77530c12a42798.jpg"" height=""292"" title=""10803.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/75d/0cxcpqx8wjc3nds3oea0titot8mk5qs3/63737e85-1743-11ea-6987-000c29c4160b_cd6f050e-36a5-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок  мебельный 40x40x19x2  mm;Крепежная фурнитура;26;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""MIL Уголок мебельный 40х40х19х2.jpg"" src=""/upload/medialibrary/349/3496220ff6bf569aecd081f39341ef16.jpg"" height=""520"" title=""MIL Уголок мебельный 40х40х19х2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/c6f/48cn2a6jqpvsgq9zt9d8ln66snuqz3su/d5ec4d29-f77c-11e8-449c-001517eeea50_900c1f0a-85e2-11e9-fd9f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 19 Kayin;Крепежная фурнитура;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/af2/8ytz3kryvw3zx72l7la0j75m8orfekuv/d2551d41-078d-11eb-258d-000c29c4160b_72f37f8b-4e7c-11eb-c78c-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Чёрный;Крепежная фурнитура;79;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/7c6/yje9368ivf8l7dd3e70ymc3i77c7p12y/fc3a830b-2531-11ea-0d8b-000c29c4160b_6ff1645c-c525-11ec-9583-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;К-127 Уголок двойной серый;Крепежная фурнитура;9;;;;;;;;;;;Казахстан;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/5f7/kyxc1c7a34fso9q2e2huer6d0w31l6hw/d14e6a68-1752-11ea-6987-000c29c4160b_661f378e-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-403 (602) Уголок №2  15х35х35 mm;Крепежная фурнитура;36;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""322"" alt=""S-403.jpg"" src=""/upload/medialibrary/9d5/9d518e0fe91af1a68f8db7750d854ac0.jpg"" height=""520"" title=""S-403.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/2aa/air3t947a31rvvfufjn45lv102lm037j/7580e9ff-bef5-11df-a03f-00248c9ebc32_33ebb640-e252-11df-aedf-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-007-1  Уголок  1,2 mm 19*19 mm;Крепежная фурнитура;9;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""YJ-02-007-1.jpg"" src=""/upload/medialibrary/362/3628f682231c5ddb7d59cbe8f184904e.jpg"" height=""566"" title=""YJ-02-007-1.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/ffa/70y6qiwmhm0lh017i5zp0f9ecnmuq97n/9dad9e3e-0509-11e1-0c9c-955defa58c2f_170c08ca-2acf-11e1-9499-159c1e55f516.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 30x30x15x2  mm;Крепежная фурнитура;17;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""MIL Уголок мебельный 30х30х15х2.jpg"" src=""/upload/medialibrary/b88/b880453ca8e40eecc19d32fcc58ab5b4.jpg"" height=""520"" title=""MIL Уголок мебельный 30х30х15х2.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/3ed/aj8il7h3has1utk2oir776e7c9xptol9/d5ec4d1e-f77c-11e8-449c-001517eeea50_01864d0c-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок металлический (1,2мм);Крепежная фурнитура;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Уголок металлический (1,2мм)</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/f7e/7bxio2qkvtxjt6rnknic52mtgx9wujro.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1006 Уголок L-образный 1,2 10 Черный;Крепежная фурнитура;66;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1006.jpg"" src=""/upload/medialibrary/6c1/6c129e1eb2ffecd21adde1eabb09536f.jpg"" height=""520"" title=""M-1006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/adf/ei6damyn3m4g3ajuvnua4w2ezw21oj5d/20e91aa0-119f-11ea-6e87-001517eeea50_d87656ae-36b1-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;К-127 Уголок двойной черный;Крепежная фурнитура;9;;;;;;;;;;;Казахстан;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/7b5/xowdstwjzgldcwr0ur0nph4yda72r0ec/d14e6a6a-1752-11ea-6987-000c29c4160b_661f378f-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-019-50  Уголок  2 mm 50*50*20 mm;Крепежная фурнитура;40;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""YJ-02-019-50.jpg"" src=""/upload/medialibrary/23f/23feb6c6038ad4561ac71131f3043ef2.jpg"" height=""520"" title=""YJ-02-019-50.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/26a/w1ioofgdtknao45fb5kgy1a3iq7somwp/9dad9dc7-0509-11e1-0c9c-955defa58c2f_00f5c857-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Тёмно-бежевый;Крепежная фурнитура;79;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/e42/w81ksysyuytmtxwbkp4e7c980bgs1722/fc3a82ff-2531-11ea-0d8b-000c29c4160b_636bf724-c525-11ec-9583-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-415  Уголок №10  40х50х50 mm;Крепежная фурнитура;113;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>S-415&nbsp;&nbsp;Уголок №10&nbsp;&nbsp;40х50х50 mm</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/61e/fintb6bcubjd07uo96xrg6n4pdg555fh/7580ea0d-bef5-11df-a03f-00248c9ebc32_13ef7e95-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;3088 Уголок L-образный 1,2 мм серый;Крепежная фурнитура;44;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""3088.jpg"" src=""/upload/medialibrary/fab/fabfae7d9c8cd66ac6dc52706ebb94f4.jpg"" height=""236"" title=""3088.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/e2d/by0jmj8m39pvt840x2ilulc94x9qa2n9/63737e9a-1743-11ea-6987-000c29c4160b_0446794b-36ae-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-657 (457) Пластина №7  30х70 mm;Крепежная фурнитура;74;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""S-657.jpg"" src=""/upload/medialibrary/8a6/8a6d2127f9d673171bfdee348ac861e6.jpg"" height=""440"" title=""S-657.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/c9d/jocq781h7dkaeq0z10iu8uw9apskwo1s/7580ea2d-bef5-11df-a03f-00248c9ebc32_33ebb647-e252-11df-aedf-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;610 Уголок №10  40х50х50 mm;Крепежная фурнитура;127;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<p>610 Уголок №10&nbsp;&nbsp;40х50х50 mm</p>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/dd5/iu0m58zug4hq2jjo4cfxfnqnjlangev4/2ec59608-4778-11e8-5f9b-001517eeea50_eba38f50-6255-11e8-5e8d-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-019-30  Уголок  2 mm 30*30*20 mm;Крепежная фурнитура;22;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""354"" alt=""YJ-02-019-30.jpg"" src=""/upload/medialibrary/ec4/ec45c58222bd401d4678f73bf9e82936.jpg"" height=""520"" title=""YJ-02-019-30.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/5f9/qoe4shte5ip2znmxtty3lr52ycfgjota/9dad9db3-0509-11e1-0c9c-955defa58c2f_00f5c84c-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;22.01.009-2 Уголок -L обр. белый 42.5*33mm ;Крепежная фурнитура;89;;;;;;;;;;;КНР;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""22,01,009.jpg"" src=""/upload/medialibrary/aa3/aa32a75fc606579104b463299bb8c210.jpg"" height=""236"" title=""22,01,009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/dcf/7hu7h2mpq3nj99wrp672w4a38f2c3atp/3b5e3886-44a7-11e9-9487-001517eeea50_f638d298-d137-11e9-5c8c-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;3095 Уголок одинарный белый;Крепежная фурнитура;12;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""3095.jpg"" src=""/upload/medialibrary/26e/26e26852f9c7d04aac83c0e2b4f7dff1.jpg"" height=""268"" title=""3095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/361/wvvsuw5rj2canjo57x3u1odqk6teqped/63737ea1-1743-11ea-6987-000c29c4160b_0446793e-36ae-11ea-ba89-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;; Шайба плоская М8 оц.;Крепежная фурнитура;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p> Шайба плоская М8 оц.</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/874/0x7762capp0rkwyifi90dak0c0ykoek9.jpg;;;;;;;;;;;;;;;;;;;
;;22.01.009 Уголок -L обр. белый;Крепежная фурнитура;77;;;;;;;;;;;КНР;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""22,01,009.jpg"" src=""/upload/medialibrary/aa3/aa32a75fc606579104b463299bb8c210.jpg"" height=""236"" title=""22,01,009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/78f/i4em7h9az13phdhnnz3xs1fs4cvpgvxa/9b739404-90be-11e9-c18a-001517eeea50_e3ba913a-ced6-11e9-ad91-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Светло-бежевый;Крепежная фурнитура;118;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/3a8/2vlff9o65ltcji775dxhond64bm0774d/fc3a8301-2531-11ea-0d8b-000c29c4160b_60be0d2f-de0a-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1009 Уголок L-образный 1,5 Серый;Крепежная фурнитура;118;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1009.jpg"" src=""/upload/medialibrary/7cd/7cd51f2078dbf9b1c7f73d14ace57ca6.jpg"" height=""520"" title=""M-1009.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/d0e/dexsqtmv14golnwytor4g0dnj40zkmc1/fc3a8307-2531-11ea-0d8b-000c29c4160b_966bca22-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL448104.025 Уголок L-образный Белый;Крепежная фурнитура;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"<br><br><img width=""600"" alt=""48104.jpg"" src=""/upload/medialibrary/080/080a9c96606561cbe621c9fc1de3fad9.jpg"" height=""473"" title=""48104.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/1d2/5obvyyht2puqdedfn9hcvh55zudbodxi.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-020-19  Уголок  1,5 mm 19*19*15 mm;Крепежная фурнитура;8;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""YJ-02-020-19.jpg"" src=""/upload/medialibrary/269/2690a7d6aef97285978eaf99935fb732.jpg"" height=""261"" title=""YJ-02-020-19.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/956/xcc1wj4e1evyar22jprvfd9xdca2p2dy/9dad9dd1-0509-11e1-0c9c-955defa58c2f_170c08c0-2acf-11e1-9499-159c1e55f516.jpeg;;;;;;;;;;;;;;;;;;;
;;199095 Уголок эконом, L- образный S Бежевый;Крепежная фурнитура;143;;;;;;;;;;;SAMET;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1024"" alt=""199095.jpg"" src=""/upload/medialibrary/851/8515ee42d961a12b8c8221b907bce2ba.jpg"" height=""351"" title=""199095.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/43c/2otbjnci2lxsx3rvp3x9kwfvt92qugqy/07d1dbe6-a1ff-11e9-ce91-001517eeea50_678305b0-f975-11e9-b89f-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок мебельный 16х20х1,2 Белый;Крепежная фурнитура;19;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;"<br><br><img width=""310"" alt=""Уголок мебельный 16х20.jpg"" src=""/upload/medialibrary/d95/d95e155980f8bb55c6ef9e9b3248a4da.jpg"" height=""236"" title=""Уголок мебельный 16х20.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/acd/p861an3aiyjfyurvge82zq5turjd1gc2/61c459d6-6746-11ea-6d85-000c29c4160b_5711f970-abce-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;S-407 (606) Уголок №6  30х25х25 mm;Крепежная фурнитура;48;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""S-407.jpg"" src=""/upload/medialibrary/9d4/9d484d33ec2861eb33d7098e4a5bf286.jpg"" height=""520"" title=""S-407.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/3db/1jb3w0hj93d7z1telit4aoa41pnrs1tm/7580ea03-bef5-11df-a03f-00248c9ebc32_13ef7e90-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;SL-25*25  Уголок крепёжный 12 Серый;Крепежная фурнитура;36;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""350"" alt=""SL-25х25.jpg"" src=""/upload/medialibrary/0b6/0b6a6ba5c9bc5bb5531d5cea429431b8.jpg"" height=""464"" title=""SL-25х25.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/c16/2l99knvbohiax8gnrolnqtwht0s7ao60/07d1dc2c-a1ff-11e9-ce91-001517eeea50_603fd129-4701-11ea-b181-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;Уголок крепёжный №2 Коричневый;Крепежная фурнитура;8;;;;;;;;;;;Россия;;;;;;;;;;;;;;;;;;;<p>Уголок крепёжный №2 Коричневый</p>;;;;;;;;;;;;https://artmebel.kz/upload/iblock/1bb/tz6p102ocw76f067tomw6ffpaaw6qjjr/e647fe60-6741-11ea-6d85-000c29c4160b_966bca2c-c7dc-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1006 Уголок L-образный 1,2 Крем;Крепежная фурнитура;57;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1006.jpg"" src=""/upload/medialibrary/6c1/6c129e1eb2ffecd21adde1eabb09536f.jpg"" height=""520"" title=""M-1006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/2ca/9gv7xtmxqey78tr9phusbe0c6n28esvo/fc3a82eb-2531-11ea-0d8b-000c29c4160b_661f3794-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-019-20  Уголок  2 mm 20*20*20 mm;Крепежная фурнитура;14;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""YJ-02-019-20.jpg"" src=""/upload/medialibrary/fa6/fa6ef4ba2bc1810dd7e9eb12eb479dbc.jpg"" height=""540"" title=""YJ-02-019-20.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/76a/cyr9iuj5n0zvyiigk2mj23bmc28n5aep/9dad9da9-0509-11e1-0c9c-955defa58c2f_00f5c843-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-020-40  Уголок  2 mm 40*40*30 mm;Крепежная фурнитура;49;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""YJ-02-020-40.jpg"" src=""/upload/medialibrary/dc3/dc3decb53552a7674e2f75bc4ff818d1.jpg"" height=""520"" title=""YJ-02-020-40.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/cf3/5sw03wnc32nxmhaasg35qqvzjdspcayi/9dad9e0d-0509-11e1-0c9c-955defa58c2f_00f5c874-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-018-20  Уголок  2 mm 20*20*14 mm;Крепежная фурнитура;14;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""YJ-02-018-20.jpg"" src=""/upload/medialibrary/3a8/3a8f5b990b4c8498b874def67b5ca70c.jpg"" height=""540"" title=""YJ-02-018-20.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/727/oltvmc6yap2tp8k2vw4f29tm8tsx6ilv/9dad9d95-0509-11e1-0c9c-955defa58c2f_170c08b7-2acf-11e1-9499-159c1e55f516.jpeg;;;;;;;;;;;;;;;;;;;
;;S-658 (458) Пластина №8  30х90 mm;Крепежная фурнитура;88;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""400"" alt=""S-658.jpg"" src=""/upload/medialibrary/4f0/4f03e2d6949754087b42a353b1eb653a.jpg"" height=""440"" title=""S-658.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/1d0/wz780lpem9vpep16xj95ww82ympslj25/6718129f-bef8-11df-a03f-00248c9ebc32_13ef7e9e-c86c-11df-8663-00248c9ebc32.jpeg;;;;;;;;;;;;;;;;;;;
;;MIL Уголок мебельный 20x20x15x1.5  mm;Крепежная фурнитура;9;;;;;;;;;;;MILAT;;;;;;;;;;;;;;;;;;;"<br><br><img width=""459"" alt=""MIL Уголок мебельный 20х20х15х1,5.jpg"" src=""/upload/medialibrary/8e0/8e0f6a3538c859b4e4106060a720fe10.jpg"" height=""300"" title=""MIL Уголок мебельный 20х20х15х1,5.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/6a9/sz0v7betngffuhkx8azna4w3o4ec9iq5/d5ec4d02-f77c-11e8-449c-001517eeea50_01864ce4-5453-11e9-2382-001517eeea50.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1006 Уголок L-образный 1,2 14 Белый;Крепежная фурнитура;61;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1006.jpg"" src=""/upload/medialibrary/6c1/6c129e1eb2ffecd21adde1eabb09536f.jpg"" height=""520"" title=""M-1006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/926/chwl36fsm7wtphs60dlq33j8bm7cjlbw/07d1dc18-a1ff-11e9-ce91-001517eeea50_661f3791-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;YJ-02-020-26  Уголок  1,8 mm 26*26*26 mm;Крепежная фурнитура;27;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""392"" alt=""YJ-02-020-26.jpg"" src=""/upload/medialibrary/f64/f64af96057e9d0393c0336152d1a6e23.jpg"" height=""520"" title=""YJ-02-020-26.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/09f/syg8uu9u6vagxzqbd5o00afswgxfhbtr/9dad9def-0509-11e1-0c9c-955defa58c2f_00f5c861-2d3f-11e1-628e-0bd650e4c10a.jpeg;;;;;;;;;;;;;;;;;;;
;;А-127 (3091) Уголок двойной 01 белый;Крепежная фурнитура;15;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""300"" alt=""А-127.jpg"" src=""/upload/medialibrary/038/03872774fc3eb6eb893e95d98365bb37.jpg"" height=""280"" title=""А-127.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/d91/bzak621ukmt3ddi943yk3s2bjqoylsd0/d14e69bc-1752-11ea-6987-000c29c4160b_661f3788-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
;;M-1006 Уголок L-образный 1,2 12 Серый;Крепежная фурнитура;66;;;;;;;;;;;Турция;;;;;;;;;;;;;;;;;;;"<br><br><img width=""1000"" alt=""M-1006.jpg"" src=""/upload/medialibrary/6c1/6c129e1eb2ffecd21adde1eabb09536f.jpg"" height=""520"" title=""M-1006.jpg""><br>";;;;;;;;;;;;https://artmebel.kz/upload/iblock/d70/tthfadxw1g32adyg3110cv4oahg6419o/20e91a9e-119f-11ea-6e87-001517eeea50_661f3790-c740-11ea-518d-000c29c4160b.jpeg;;;;;;;;;;;;;;;;;;;
